identif,genero,idade,concelho,lat,lon,dieta_saudavel,carne_branca,carne_vermelha,leite,ovos,sobras,cereais,leguminosas,vegetais,frutas,snacks,take_away,jantar_fora,compra_frutas,onde_compra,como_desloca,considera_que_tem_diversidade,perto_longe,alteracoes_climaticas,mudar_habitos,o_que_bloqueia,autosuficiencia,politicas,fao1,fao2,rendimento,instrucao,situacao_prof,saude,score_proteina,score_fruta,score_processados,score_sustentabilidade,dieta_percecionada,score_geral,FID,CreationDate,Creator,EditDate,Editor,GlobalID,x,y
652057,Homem,43,cascais,38.724965104,-9.40100252,Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,Uma vez por dia,Uma vez por dia,,Uma vez por dia,,Algumas vezes por semana,Uma vez por semana,Uma vez por semana,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,grandes superficies,carro,Sim,,Sim,Não mudou,5,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Empregado(a),Não,3,2,3,1,2,2.25,1130,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,0e920197-5597-437e-99af-31216bea8dc6,-9.40100252,38.724965104
652059,Homem,71,abrantes,39.426307352,-8.157854495,Nunca,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,mercearia,a pé,Não,,Não,Não mudou,1,Não,Não sei,Não,Não,O rendimento atual dá para viver,9º ano (antigo 5º ano),Reformado(a),Não,2,3,3,5,1,3.25,1131,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,7b060f3a-43ba-4129-9f0d-ca2f8180c7db,-8.157854495,39.426307352
652060,Homem,66,lagos,37.151885396,-8.728008536,Todos os dias,Algumas vezes por semana,Nunca,Nunca,Uma vez por semana,,Nunca,,Algumas vezes por semana,Algumas vezes por semana,Nunca,Nunca,Ocasionalmente no mês,Uma vez por semana,supermercado,a pé,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",0,Não sei,Não sei,Não,Não,Recusa,9º ano (antigo 5º ano),Reformado(a),Não,4,3,5,2,5,3.5,1132,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,f17f13f0-6905-4cdb-aafb-32f117c718e2,-8.728008536,37.151885396
652062,Mulher,46,sintra,38.823033973,-9.357657954,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,supermercado,carro,Sim,,Não,Sim,1,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,5,3,2,1,4,2.75,1133,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,cb81f74a-f152-4dd6-a050-e82d1a241443,-9.357657954,38.823033973
652064,Mulher,33,tavira,37.225164739,-7.732278867,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Ocasionalmente no mês,,Ocasionalmente no mês,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Todos os dias,grandes superficies,carro,Sim,,Sim,Sim,1,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,5,3,2,1,4,2.75,1134,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5d5696e3-4dbe-483a-97e2-1c621b0f4152,-7.732278867,37.225164739
652066,Homem,47,lisboa,38.7376745,-9.15677179,Todos os dias,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,mercado,bicicleta,Sim,,Sim,"Não mudou, mas consideraria mudar",4,Não,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,5,2,4,5,3,1135,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ee432a69-61f0-4a34-98a9-65d7f73290f0,-9.15677179,38.7376745
652068,Homem,69,cadaval,39.234906179,-9.067546625,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,mercearia,a pé,Sim,,Sim,Sim,1,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,3,2,2,4,2,1136,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,dae6c27e-3d7a-4367-9b34-15e0afc2bff3,-9.067546625,39.234906179
652074,Homem,25,portalegre,39.26927428,-7.399571537,Todos os dias,"Todos os dias, várias vezes",Ocasionalmente no mês,Algumas vezes por semana,"Todos os dias, várias vezes",,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Nunca,Nunca,Algumas vezes por semana,mercado,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",1,Não sei,Não sei,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Desempregado(a),Não,4,5,2,5,5,4,1137,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,25b1dc26-7c47-4c2e-b4e7-03d626d37a0a,-7.399571537,39.26927428
652078,Homem,45,ferreira do zezere,39.721355207,-8.316881608,Ocasionalmente no mês,Uma vez por dia,Uma vez por dia,Uma vez por dia,Uma vez por dia,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Uma vez por semana,mercado,carro,Sim,,Não,Não mudou,4,Não,Não,Sim,Sim,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,4,2,2,2,2.25,1138,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,280c5d58-ae7b-48d8-a6a1-a9043cf41175,-8.316881608,39.721355207
652080,Homem,71,lisboa,38.7376745,-9.15677179,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Uma vez por semana,,Ocasionalmente no mês,,Uma vez por dia,"Todos os dias, várias vezes",Nunca,Nunca,Ocasionalmente no mês,Algumas vezes por semana,mercearia,carro,Sim,,Não,Não mudou,2,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Sim,1,4,5,5,5,3.75,1139,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1e052922-0061-4b6f-9da2-d77d91beb938,-9.15677179,38.7376745
652086,Mulher,42,ourem,39.692377529,-8.574229746,Todos os dias,"Todos os dias, várias vezes",Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,mercado,carro,Não,,Não,Sim,1,Não sei,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Sim,4,5,2,4,5,3.75,1140,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,115bdab7-111c-43c2-9f7a-90c8aacb87e1,-8.574229746,39.692377529
652087,Mulher,66,viana do castelo,41.71701964,-8.759366754,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,"Todos os dias, várias vezes","Todos os dias, várias vezes",,Algumas vezes por semana,,Nunca,"Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Uma vez por semana,Todos os dias,grandes superficies,carro,Sim,,Sim,Sim,5,Não,Sim,Não,Ns/Nr,O rendimento atual dá para viver,9º ano (antigo 5º ano),Reformado(a),Não,2,1,3,1,4,1.75,1141,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,d764d960-f2ac-487d-b81b-36288df6e77d,-8.759366754,41.71701964
652092,Homem,68,figueira da foz,40.168891578,-8.808752659,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,,Algumas vezes por semana,,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,Nunca,Ocasionalmente no mês,Todos os dias,mercado,a pé,Sim,,Não,Não mudou,2,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,9º ano (antigo 5º ano),Reformado(a),Sim,5,1,2,5,4,3.25,1142,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,f635fa93-9e86-43a5-9b3f-ba731b33d876,-8.808752659,40.168891578
652093,Homem,70,odivelas,38.79792249,-9.19928017,Nunca,Uma vez por dia,Algumas vezes por semana,Uma vez por dia,Uma vez por dia,,Algumas vezes por semana,,Uma vez por dia,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,mercearia,a pé,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",2,Não sei,Sim,Sim,Sim,É muito difícil viver com o rendimento atual,6º ano (ensino preparatório),Reformado(a),Não,1,3,2,4,1,2.5,1143,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,3a12276b-18f6-4a54-8247-807bfa00ec3d,-9.19928017,38.79792249
652094,Mulher,60,seixal,38.604613646,-9.108792697,Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,Ocasionalmente no mês,Uma vez por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,mercado,carro,Não,,Não,"Não mudou, mas consideraria mudar",2,Não sei,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Sim,1,3,2,4,2,2.5,1144,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c6566cd3-139e-43b9-ae2c-3d8215ee3bfc,-9.108792697,38.604613646
652096,Homem,60,vila franca de xira,38.922105438,-8.984502877,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Ocasionalmente no mês,Ocasionalmente no mês,Todos os dias,Algumas vezes por semana,grandes superficies,carro,Não,,Ns/Nr,"Não mudou, mas consideraria mudar",2,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Reformado(a),Não,2,4,4,1,5,2.75,1145,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,a4414c1d-f01a-4f09-a457-9d95396ed0a1,-8.984502877,38.922105438
662997,Homem,67,vila real,41.311652104,-7.738615449,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,Nunca,"Todos os dias, várias vezes",Nunca,Ocasionalmente no mês,Nunca,Algumas vezes por semana,mercado,a pé,Sim,,Não,Sim,2,Não,Sim,Não,Não,É difícil viver com o rendimento atual,Instrução primária completa,Reformado(a),Sim,5,1,5,5,3,4,1146,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,f4c40ee8-8835-4fce-a19c-f4994c322d16,-7.738615449,41.311652104
652097,Mulher,37,amares,41.651682173,-8.34530224,Todos os dias,Uma vez por dia,Uma vez por dia,Uma vez por dia,Algumas vezes por semana,,Ocasionalmente no mês,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,grandes superficies,carro,Não,,Não,"Não mudou, mas consideraria mudar",2,Não sei,Não sei,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,1,5,4,2,5,3,1147,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,6ddb3014-58cc-42d0-8ab7-c581c1f67a75,-8.34530224,41.651682173
652099,Mulher,20,lisboa,38.7376745,-9.15677179,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Uma vez por dia,"Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,mercearia,a pé,Sim,,Sim,Sim,1,Não,Sim,Sim,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Sim,3,5,2,4,4,3.5,1148,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c20c1398-7116-4e76-ad4f-dfa7b99bba53,-9.15677179,38.7376745
652103,Homem,30,coimbra,40.216154074,-8.446176762,Ocasionalmente no mês,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por dia,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,supermercado,carro,Sim,,Não,"Não mudou, mas consideraria mudar",3,Sim,Não,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,5,3,2,1,2,2.75,1149,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,bfcfe026-4211-405a-8daa-3d2ac18fa8a1,-8.446176762,40.216154074
652105,Mulher,66,mealhada,40.353767851,-8.441033377,Todos os dias,Algumas vezes por semana,Ocasionalmente no mês,"Todos os dias, várias vezes","Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Nunca,Nunca,Uma vez por semana,Uma vez por semana,mercearia,a pé,Sim,,Não,Sim,2,Não sei,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Não,5,5,5,4,5,4.75,1150,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5ab8192c-8065-4148-8504-3f0b049f8659,-8.441033377,40.353767851
652109,Homem,28,maia,41.244909683,-8.601340889,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por dia,Uma vez por semana,,Uma vez por dia,,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Nunca,outro,outro,Sim,,Sim,Não mudou,4,Não,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,1,3,4,1,4,2.25,1151,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,11f96228-c85a-45a1-9cf5-f4ffab81c06f,-8.601340889,41.244909683
652113,Homem,27,loures,38.861301926,-9.151676932,Ocasionalmente no mês,Uma vez por dia,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,,"Todos os dias, várias vezes",,Ocasionalmente no mês,"Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,mercado,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",4,Não,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,1,4,5,2,2.75,1152,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1dbf373c-d5e1-4189-8223-16a5e0508fc2,-9.151676932,38.861301926
652122,Homem,47,setubal,38.516130148,-8.887486786,Todos os dias,Nunca,Nunca,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,mercado,carro,Sim,,Sim,Sim,1,Sim,Sim,Sim,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,5,5,2,1,5,3.25,1153,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,de7f26e1-a9bd-4e6d-a29d-f382c4e88ca7,-8.887486786,38.516130148
652123,Mulher,53,elvas,38.910496274,-7.228858778,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,"Todos os dias, várias vezes",Ocasionalmente no mês,Nunca,Ocasionalmente no mês,Algumas vezes por semana,supermercado,carro,Não,,Ns/Nr,Não mudou,1,Não,Sim,Sim,Sim,É difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Sim,1,4,4,2,4,2.75,1154,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,16919cf3-f712-46fb-998a-16ab0c9af3b4,-7.228858778,38.910496274
652124,Mulher,45,porto,41.161698034,-8.620935214,Ocasionalmente no mês,Uma vez por dia,Uma vez por dia,"Todos os dias, várias vezes",Uma vez por dia,,Algumas vezes por semana,,Uma vez por dia,Uma vez por dia,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,mercado,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",4,Não,Não,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Sim,1,4,2,2,2,2.25,1155,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,3c871d00-27ae-46ea-a8da-6c671b0a67cb,-8.620935214,41.161698034
652125,Mulher,67,almada,38.635628858,-9.193063099,Algumas vezes por semana,Uma vez por dia,Nunca,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Uma vez por dia,Uma vez por dia,Uma vez por semana,Nunca,Ocasionalmente no mês,Algumas vezes por semana,mercado,a pé,Sim,,Não,Sim,2,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Não,4,4,3,5,4,4,1156,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,9c94c31c-f838-4221-98a0-79560712e3ae,-9.193063099,38.635628858
652128,Homem,60,sao joao da pesqueira,41.118523108,-7.438001417,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por dia,Uma vez por dia,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Sim,Não mudou,2,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Sim,1,1,2,1,4,1.25,1157,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ef0728ee-5f3f-4dbf-9772-b334684b7409,-7.438001417,41.118523108
652129,Homem,40,viseu,40.68803513,-7.905588342,Nunca,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Todos os dias,Algumas vezes por semana,mercado,a pé,Não,,Sim,"Não mudou, mas consideraria mudar",3,Não sei,Não sei,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,2,3,2,2,1,2.25,1158,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,07ee2b30-7f7f-4bfa-9d24-40a6dc24a0e3,-7.905588342,40.68803513
652132,Homem,48,sao joao da madeira,40.895631507,-8.490365401,Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,mercado,carro,Não,,Sim,"Não mudou, mas consideraria mudar",1,Não,Sim,Sim,Sim,É muito difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Não,2,1,2,4,2,2.25,1159,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b141f4fe-93ef-478d-b053-1c3682c669d4,-8.490365401,40.895631507
652133,Homem,50,ferreira do alentejo,38.088254994,-8.188868908,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",Nunca,Uma vez por semana,Uma vez por semana,grandes superficies,carro,Não,,Sim,"Não mudou, mas consideraria mudar",1,Não,Não sei,Sim,Sim,É difícil viver com o rendimento atual,9º ano (antigo 5º ano),Empregado(a),Não,2,5,1,1,4,2.25,1160,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c4378b93-1fb9-4027-81f0-393049be875a,-8.188868908,38.088254994
652154,Homem,36,lagos,37.151885396,-8.728008536,Algumas vezes por semana,Uma vez por dia,Ocasionalmente no mês,Nunca,Uma vez por dia,,Algumas vezes por semana,,Algumas vezes por semana,Uma vez por dia,Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Não,Sim,1,Sim,Sim,Sim,Sim,É muito difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Não,2,3,4,1,4,2.5,1161,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,e3eb2c73-591e-4788-b2f5-dfa137780906,-8.728008536,37.151885396
652160,Mulher,41,castelo branco,39.854838625,-7.501662011,Todos os dias,Uma vez por dia,Uma vez por semana,Ocasionalmente no mês,Ocasionalmente no mês,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,grandes superficies,carro,Não,,Não,Não mudou,2,Não sei,Não sei,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,2,5,4,2,5,3.25,1162,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,4c7d6b02-5be0-4317-a298-8c05f46410db,-7.501662011,39.854838625
652161,Mulher,33,evora,38.533138692,-7.870218718,Todos os dias,"Todos os dias, várias vezes",Algumas vezes por semana,"Todos os dias, várias vezes","Todos os dias, várias vezes",,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por semana,Nunca,Ocasionalmente no mês,Uma vez por semana,grandes superficies,a pé,Não,,Não,Não mudou,3,Não sei,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,5,3,2,5,2.75,1163,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,f07acc49-1c80-47bb-9b77-ee57a60e19cb,-7.870218718,38.533138692
652165,Homem,65,condeixa_a_nova,40.09871425,-8.499631529,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,,"Todos os dias, várias vezes",,Uma vez por dia,"Todos os dias, várias vezes",Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,supermercado,carro,Não,,Sim,Sim,2,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Reformado(a),Não,3,4,4,1,4,3,1164,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ec582d94-4246-4760-9c1d-3af3e7271422,-8.499631529,40.09871425
